method values ind nstep y
RSO 0.385479938271607 X5 11 0.385479938271607
RSO 0.385479938271607 X5 12 0.385479938271607
RSO 0.385479938271607 X5 13 0.385479938271607
RSO 0.385479938271607 X5 14 0.385479938271607
RSO 0.385479938271607 X5 15 0.385479938271607
RSO 0.385479938271607 X5 16 0.385479938271607
RSO 0.385479938271607 X5 17 0.385479938271607
RSO 0.385479938271607 X5 18 0.385479938271607
RSO 0.385479938271607 X5 19 0.385479938271607
RSO 0.385479938271607 X5 20 0.385479938271607
RSO 0.385479938271607 X5 21 0.385479938271607
RSO 0.385479938271607 X5 22 0.385479938271607
RSO 0.385479938271607 X5 23 0.385479938271607
RSO 0.385479938271607 X5 24 0.385479938271607
RSO 0.385479938271607 X5 25 0.385479938271607
RSO 0.385479938271607 X5 26 0.385479938271607
RSO 0.385340020576131 X6 1 0.385340020576131
RSO 0.385340020576131 X6 2 0.385340020576131
RSO 0.385340020576131 X6 3 0.385340020576131
RSO 0.385340020576131 X6 4 0.385340020576131
RSO 0.385340020576131 X6 5 0.385340020576131
RSO 0.385340020576131 X6 6 0.385340020576131
RSO 0.385340020576131 X6 7 0.385340020576131
RSO 0.385340020576131 X6 8 0.385340020576131
RSO 0.385340020576131 X6 9 0.385340020576131
RSO 0.385340020576131 X6 10 0.385340020576131
RSO 0.385340020576131 X6 11 0.385340020576131
RSO 0.385340020576131 X6 12 0.385340020576131
RSO 0.385340020576131 X6 13 0.385340020576131
RSO 0.385340020576131 X6 14 0.385340020576131
RSO 0.385340020576131 X6 15 0.385340020576131
RSO 0.385340020576131 X6 16 0.385340020576131
RSO 0.385340020576131 X6 17 0.385340020576131
RSO 0.385340020576131 X6 18 0.385340020576131
RSO 0.385340020576131 X6 19 0.385340020576131
RSO 0.385340020576131 X6 20 0.385340020576131
RSO 0.385340020576131 X6 21 0.385340020576131
RSO 0.385340020576131 X6 22 0.385340020576131
RSO 0.385340020576131 X6 23 0.385340020576131
RSO 0.385340020576131 X6 24 0.385340020576131
RSO 0.385340020576131 X6 25 0.385340020576131
RSO 0.385340020576131 X6 26 0.385340020576131
RSO 0.386097222222222 X7 1 0.386097222222222
RSO 0.386097222222222 X7 2 0.386097222222222
RSO 0.386097222222222 X7 3 0.386097222222222
RSO 0.386097222222222 X7 4 0.386097222222222
RSO 0.386097222222222 X7 5 0.386097222222222
RSO 0.386097222222222 X7 6 0.386097222222222
RSO 0.386097222222222 X7 7 0.386097222222222
RSO 0.386097222222222 X7 8 0.386097222222222
RSO 0.386097222222222 X7 9 0.386097222222222
RSO 0.386097222222222 X7 10 0.386097222222222
RSO 0.386097222222222 X7 11 0.386097222222222
RSO 0.386097222222222 X7 12 0.386097222222222
RSO 0.386097222222222 X7 13 0.386097222222222
RSO 0.386097222222222 X7 14 0.386097222222222
RSO 0.386097222222222 X7 15 0.386097222222222
RSO 0.386097222222222 X7 16 0.386097222222222
RSO 0.386097222222222 X7 17 0.386097222222222
RSO 0.386097222222222 X7 18 0.386097222222222
RSO 0.386097222222222 X7 19 0.386097222222222
RSO 0.386097222222222 X7 20 0.386097222222222
RSO 0.386097222222222 X7 21 0.386097222222222
RSO 0.386097222222222 X7 22 0.386097222222222
RSO 0.386097222222222 X7 23 0.386097222222222
RSO 0.386097222222222 X7 24 0.386097222222222
RSO 0.386097222222222 X7 25 0.386097222222222
RSO 0.386097222222222 X7 26 0.386097222222222
RSO 0.386868141289436 X8 1 0.386868141289436
RSO 0.386868141289436 X8 2 0.386868141289436
RSO 0.386868141289436 X8 3 0.386868141289436
RSO 0.386868141289436 X8 4 0.386868141289436
RSO 0.386868141289436 X8 5 0.386868141289436
RSO 0.386868141289436 X8 6 0.386868141289436
RSO 0.386868141289436 X8 7 0.386868141289436
RSO 0.386868141289436 X8 8 0.386868141289436
RSO 0.386868141289436 X8 9 0.386868141289436
RSO 0.386634945130317 X8 10 0.386634945130317
RSO 0.386634945130317 X8 11 0.386634945130317
RSO 0.386634945130317 X8 12 0.386634945130317
RSO 0.386634945130317 X8 13 0.386634945130317
RSO 0.386634945130317 X8 14 0.386634945130317
RSO 0.386634945130317 X8 15 0.386634945130317
RSO 0.386634945130317 X8 16 0.386634945130317
RSO 0.386634945130317 X8 17 0.386634945130317
RSO 0.386634945130317 X8 18 0.386634945130317
RSO 0.386634945130317 X8 19 0.386634945130317
RSO 0.386634945130317 X8 20 0.386634945130317
RSO 0.386634945130317 X8 21 0.386634945130317
RSO 0.386634945130317 X8 22 0.386634945130317
RSO 0.386634945130317 X8 23 0.386634945130317
RSO 0.386634945130317 X8 24 0.386634945130317
RSO 0.384560871056242 X8 25 0.384560871056242
RSO 0.384560871056242 X8 26 0.384560871056242
RSO 0.386977880658439 X9 1 0.386977880658439
RSO 0.386977880658439 X9 2 0.386977880658439
RSO 0.386752914951988 X9 3 0.386752914951988
RSO 0.386752914951988 X9 4 0.386752914951988
RSO 0.386752914951988 X9 5 0.386752914951988
RSO 0.386752914951988 X9 6 0.386752914951988
RSO 0.386752914951988 X9 7 0.386752914951988
RSO 0.386752914951988 X9 8 0.386752914951988
RSO 0.386752914951988 X9 9 0.386752914951988
RSO 0.386752914951988 X9 10 0.386752914951988
RSO 0.386752914951988 X9 11 0.386752914951988
RSO 0.386752914951988 X9 12 0.386752914951988
RSO 0.386752914951988 X9 13 0.386752914951988
RSO 0.386752914951988 X9 14 0.386752914951988
RSO 0.386752914951988 X9 15 0.386752914951988
RSO 0.386752914951988 X9 16 0.386752914951988
RSO 0.386752914951988 X9 17 0.386752914951988
RSO 0.386752914951988 X9 18 0.386752914951988
RSO 0.386752914951988 X9 19 0.386752914951988
RSO 0.386138374485598 X9 20 0.386138374485598
RSO 0.386138374485598 X9 21 0.386138374485598
RSO 0.386138374485598 X9 22 0.386138374485598
RSO 0.386138374485598 X9 23 0.386138374485598
RSO 0.386138374485598 X9 24 0.386138374485598
RSO 0.386138374485598 X9 25 0.386138374485598
RSO 0.386138374485598 X9 26 0.386138374485598
RSO 0.386634945130318 X10 1 0.386634945130318
RSO 0.386634945130318 X10 2 0.386634945130318
RSO 0.385320816186557 X10 3 0.385320816186557
RSO 0.385320816186557 X10 4 0.385320816186557
RSO 0.385320816186557 X10 5 0.385320816186557
RSO 0.385320816186557 X10 6 0.385320816186557
RSO 0.385320816186557 X10 7 0.385320816186557
RSO 0.385320816186557 X10 8 0.385320816186557
RSO 0.385320816186557 X10 9 0.385320816186557
RSO 0.385320816186557 X10 10 0.385320816186557
RSO 0.385320816186557 X10 11 0.385320816186557
RSO 0.385320816186557 X10 12 0.385320816186557
RSO 0.385320816186557 X10 13 0.385320816186557
RSO 0.385320816186557 X10 14 0.385320816186557
RSO 0.385235768175583 X10 15 0.385235768175583
RSO 0.385235768175583 X10 16 0.385235768175583
RSO 0.385235768175583 X10 17 0.385235768175583
RSO 0.384160322359396 X10 18 0.384160322359396
RSO 0.384160322359396 X10 19 0.384160322359396
RSO 0.384160322359396 X10 20 0.384160322359396
RSO 0.384160322359396 X10 21 0.384160322359396
RSO 0.384160322359396 X10 22 0.384160322359396
RSO 0.384160322359396 X10 23 0.384160322359396
RSO 0.384160322359396 X10 24 0.384160322359396
RSO 0.384160322359396 X10 25 0.384160322359396
RSO 0.384160322359396 X10 26 0.384160322359396
RSO 0.386884602194789 X11 1 0.386884602194789
RSO 0.386884602194789 X11 2 0.386884602194789
RSO 0.386884602194789 X11 3 0.386884602194789
RSO 0.386884602194789 X11 4 0.386884602194789
RSO 0.386884602194789 X11 5 0.386884602194789
RSO 0.386884602194789 X11 6 0.386884602194789
RSO 0.385951817558299 X11 7 0.385951817558299
RSO 0.385951817558299 X11 8 0.385951817558299
RSO 0.385951817558299 X11 9 0.385951817558299
RSO 0.385951817558299 X11 10 0.385951817558299
RSO 0.385951817558299 X11 11 0.385951817558299
RSO 0.385951817558299 X11 12 0.385951817558299
RSO 0.385949074074075 X11 13 0.385949074074075
RSO 0.385949074074075 X11 14 0.385949074074075
RSO 0.385949074074075 X11 15 0.385949074074075
RSO 0.385949074074075 X11 16 0.385949074074075
RSO 0.385949074074075 X11 17 0.385949074074075
RSO 0.385949074074075 X11 18 0.385949074074075
RSO 0.385949074074075 X11 19 0.385949074074075
RSO 0.385949074074075 X11 20 0.385949074074075
RSO 0.385949074074075 X11 21 0.385949074074075
RSO 0.385949074074075 X11 22 0.385949074074075
RSO 0.385949074074075 X11 23 0.385949074074075
RSO 0.385949074074075 X11 24 0.385949074074075
RSO 0.385949074074075 X11 25 0.385949074074075
RSO 0.385949074074075 X11 26 0.385949074074075
RSO 0.386174039780523 X12 1 0.386174039780523
RSO 0.386174039780523 X12 2 0.386174039780523
RSO 0.386174039780523 X12 3 0.386174039780523
RSO 0.386174039780523 X12 4 0.386174039780523
RSO 0.386174039780523 X12 5 0.386174039780523
RSO 0.386174039780523 X12 6 0.386174039780523
RSO 0.386174039780523 X12 7 0.386174039780523
RSO 0.386174039780523 X12 8 0.386174039780523
RSO 0.386174039780523 X12 9 0.386174039780523
RSO 0.386174039780523 X12 10 0.386174039780523
RSO 0.386174039780523 X12 11 0.386174039780523
RSO 0.386174039780523 X12 12 0.386174039780523
RSO 0.386174039780523 X12 13 0.386174039780523
RSO 0.386174039780523 X12 14 0.386174039780523
RSO 0.386174039780523 X12 15 0.386174039780523
RSO 0.386174039780523 X12 16 0.386174039780523
RSO 0.385872256515777 X12 17 0.385872256515777
RSO 0.385872256515777 X12 18 0.385872256515777
RSO 0.385872256515777 X12 19 0.385872256515777
RSO 0.385872256515777 X12 20 0.385872256515777
RSO 0.385661008230452 X12 21 0.385661008230452
RSO 0.385661008230452 X12 22 0.385661008230452
RSO 0.385661008230452 X12 23 0.385661008230452
RSO 0.385661008230452 X12 24 0.385661008230452
RSO 0.385661008230452 X12 25 0.385661008230452
RSO 0.385661008230452 X12 26 0.385661008230452
RSO 0.385622599451306 X13 1 0.385622599451306
RSO 0.385622599451306 X13 2 0.385622599451306
RSO 0.385622599451306 X13 3 0.385622599451306
RSO 0.385622599451306 X13 4 0.385622599451306
RSO 0.385622599451306 X13 5 0.385622599451306
RSO 0.385622599451306 X13 6 0.385622599451306
RSO 0.385622599451306 X13 7 0.385622599451306
RSO 0.385622599451306 X13 8 0.385622599451306
RSO 0.385622599451306 X13 9 0.385622599451306
RSO 0.385622599451306 X13 10 0.385622599451306
RSO 0.385622599451306 X13 11 0.385622599451306
RSO 0.385622599451306 X13 12 0.385622599451306
RSO 0.385622599451306 X13 13 0.385622599451306
RSO 0.385622599451306 X13 14 0.385622599451306
RSO 0.385622599451306 X13 15 0.385622599451306
RSO 0.385622599451306 X13 16 0.385622599451306
RSO 0.385622599451306 X13 17 0.385622599451306
RSO 0.385622599451306 X13 18 0.385622599451306
RSO 0.385622599451306 X13 19 0.385622599451306
RSO 0.385622599451306 X13 20 0.385622599451306
RSO 0.385622599451306 X13 21 0.385622599451306
RSO 0.385622599451306 X13 22 0.385622599451306
RSO 0.385622599451306 X13 23 0.385622599451306
RSO 0.385622599451306 X13 24 0.385622599451306
RSO 0.385622599451306 X13 25 0.385622599451306
RSO 0.385622599451306 X13 26 0.385622599451306
RSO 0.384687071330587 X14 1 0.384687071330587
RSO 0.384687071330587 X14 2 0.384687071330587
RSO 0.384687071330587 X14 3 0.384687071330587
RSO 0.384687071330587 X14 4 0.384687071330587
RSO 0.384687071330587 X14 5 0.384687071330587
RSO 0.384687071330587 X14 6 0.384687071330587
RSO 0.38441546639232 X14 7 0.38441546639232
RSO 0.38441546639232 X14 8 0.38441546639232
RSO 0.38441546639232 X14 9 0.38441546639232
RSO 0.38441546639232 X14 10 0.38441546639232
RSO 0.38441546639232 X14 11 0.38441546639232
RSO 0.38441546639232 X14 12 0.38441546639232
RSO 0.38441546639232 X14 13 0.38441546639232
RSO 0.38441546639232 X14 14 0.38441546639232
RSO 0.38441546639232 X14 15 0.38441546639232
RSO 0.38441546639232 X14 16 0.38441546639232
RSO 0.38441546639232 X14 17 0.38441546639232
RSO 0.38441546639232 X14 18 0.38441546639232
RSO 0.38441546639232 X14 19 0.38441546639232
RSO 0.38441546639232 X14 20 0.38441546639232
RSO 0.38441546639232 X14 21 0.38441546639232
RSO 0.38441546639232 X14 22 0.38441546639232
RSO 0.38441546639232 X14 23 0.38441546639232
RSO 0.38441546639232 X14 24 0.38441546639232
RSO 0.38441546639232 X14 25 0.38441546639232
RSO 0.38441546639232 X14 26 0.38441546639232
RSO 0.385650034293555 X15 1 0.385650034293555
RSO 0.385650034293555 X15 2 0.385650034293555
RSO 0.385650034293555 X15 3 0.385650034293555
RSO 0.385650034293555 X15 4 0.385650034293555
RSO 0.385650034293555 X15 5 0.385650034293555
RSO 0.385650034293555 X15 6 0.385650034293555
RSO 0.385650034293555 X15 7 0.385650034293555
RSO 0.385650034293555 X15 8 0.385650034293555
RSO 0.384525205761319 X15 9 0.384525205761319
RSO 0.384525205761319 X15 10 0.384525205761319
RSO 0.384525205761319 X15 11 0.384525205761319
RSO 0.384525205761319 X15 12 0.384525205761319
RSO 0.384525205761319 X15 13 0.384525205761319
RSO 0.384525205761319 X15 14 0.384525205761319
RSO 0.384525205761319 X15 15 0.384525205761319
RSO 0.384525205761319 X15 16 0.384525205761319
RSO 0.384525205761319 X15 17 0.384525205761319
RSO 0.384525205761319 X15 18 0.384525205761319
RSO 0.384525205761319 X15 19 0.384525205761319
RSO 0.384525205761319 X15 20 0.384525205761319
RSO 0.384525205761319 X15 21 0.384525205761319
RSO 0.384525205761319 X15 22 0.384525205761319
RSO 0.384525205761319 X15 23 0.384525205761319
RSO 0.384525205761319 X15 24 0.384525205761319
RSO 0.384525205761319 X15 25 0.384525205761319
RSO 0.384525205761319 X15 26 0.384525205761319
RSO 0.386242626886149 X16 1 0.386242626886149
RSO 0.386242626886149 X16 2 0.386242626886149
RSO 0.386242626886149 X16 3 0.386242626886149
RSO 0.386242626886149 X16 4 0.386242626886149
RSO 0.386242626886149 X16 5 0.386242626886149
RSO 0.386242626886149 X16 6 0.386242626886149
RSO 0.386242626886149 X16 7 0.386242626886149
RSO 0.386242626886149 X16 8 0.386242626886149
RSO 0.386242626886149 X16 9 0.386242626886149
RSO 0.386242626886149 X16 10 0.386242626886149
RSO 0.386242626886149 X16 11 0.386242626886149
RSO 0.386242626886149 X16 12 0.386242626886149
RSO 0.386242626886149 X16 13 0.386242626886149
RSO 0.386242626886149 X16 14 0.386242626886149
RSO 0.386242626886149 X16 15 0.386242626886149
RSO 0.386242626886149 X16 16 0.386242626886149
RSO 0.386242626886149 X16 17 0.386242626886149
RSO 0.386242626886149 X16 18 0.386242626886149
RSO 0.386242626886149 X16 19 0.386242626886149
RSO 0.386242626886149 X16 20 0.386242626886149
RSO 0.386242626886149 X16 21 0.386242626886149
RSO 0.386242626886149 X16 22 0.386242626886149
RSO 0.386242626886149 X16 23 0.386242626886149
RSO 0.386242626886149 X16 24 0.386242626886149
RSO 0.385622599451302 X16 25 0.385622599451302
RSO 0.385622599451302 X16 26 0.385622599451302
RSO 0.386955932784638 X17 1 0.386955932784638
RSO 0.386955932784638 X17 2 0.386955932784638
RSO 0.386955932784638 X17 3 0.386955932784638
RSO 0.386955932784638 X17 4 0.386955932784638
RSO 0.386955932784638 X17 5 0.386955932784638
RSO 0.386955932784638 X17 6 0.386955932784638
RSO 0.385608882030179 X17 7 0.385608882030179
RSO 0.385608882030179 X17 8 0.385608882030179
RSO 0.385608882030179 X17 9 0.385608882030179
RSO 0.385608882030179 X17 10 0.385608882030179
RSO 0.385608882030179 X17 11 0.385608882030179
RSO 0.385608882030179 X17 12 0.385608882030179
RSO 0.385608882030179 X17 13 0.385608882030179
RSO 0.384629458161865 X17 14 0.384629458161865
RSO 0.384629458161865 X17 15 0.384629458161865
RSO 0.384629458161865 X17 16 0.384629458161865
RSO 0.384629458161865 X17 17 0.384629458161865
RSO 0.384629458161865 X17 18 0.384629458161865
RSO 0.384629458161865 X17 19 0.384629458161865
RSO 0.384629458161865 X17 20 0.384629458161865
RSO 0.384629458161865 X17 21 0.384629458161865
RSO 0.384629458161865 X17 22 0.384629458161865
RSO 0.384629458161865 X17 23 0.384629458161865
RSO 0.384629458161865 X17 24 0.384629458161865
RSO 0.384629458161865 X17 25 0.384629458161865
RSO 0.384629458161865 X17 26 0.384629458161865
RSO 0.385540294924554 X18 1 0.385540294924554
RSO 0.385540294924554 X18 2 0.385540294924554
RSO 0.385540294924554 X18 3 0.385540294924554
RSO 0.385540294924554 X18 4 0.385540294924554
RSO 0.385540294924554 X18 5 0.385540294924554
RSO 0.385540294924554 X18 6 0.385540294924554
RSO 0.385540294924554 X18 7 0.385540294924554
RSO 0.385540294924554 X18 8 0.385540294924554
RSO 0.385540294924554 X18 9 0.385540294924554
RSO 0.385540294924554 X18 10 0.385540294924554
RSO 0.385540294924554 X18 11 0.385540294924554
RSO 0.385540294924554 X18 12 0.385540294924554
RSO 0.385540294924554 X18 13 0.385540294924554
RSO 0.385540294924554 X18 14 0.385540294924554
RSO 0.385540294924554 X18 15 0.385540294924554
RSO 0.385540294924554 X18 16 0.385540294924554
RSO 0.385540294924554 X18 17 0.385540294924554
RSO 0.385540294924554 X18 18 0.385540294924554
RSO 0.385540294924554 X18 19 0.385540294924554
RSO 0.385540294924554 X18 20 0.385540294924554
RSO 0.385540294924554 X18 21 0.385540294924554
RSO 0.385540294924554 X18 22 0.385540294924554
RSO 0.384270061728397 X18 23 0.384270061728397
RSO 0.384270061728397 X18 24 0.384270061728397
RSO 0.384270061728397 X18 25 0.384270061728397
RSO 0.384270061728397 X18 26 0.384270061728397
RSO 0.386665123456793 X19 1 0.386665123456793
RSO 0.386665123456793 X19 2 0.386665123456793
RSO 0.386665123456793 X19 3 0.386665123456793
RSO 0.386665123456793 X19 4 0.386665123456793
RSO 0.386665123456793 X19 5 0.386665123456793
RSO 0.385367455418383 X19 6 0.385367455418383
RSO 0.385241255144034 X19 7 0.385241255144034
RSO 0.385241255144034 X19 8 0.385241255144034
RSO 0.385241255144034 X19 9 0.385241255144034
RSO 0.385241255144034 X19 10 0.385241255144034
RSO 0.385241255144034 X19 11 0.385241255144034
RSO 0.385241255144034 X19 12 0.385241255144034
RSO 0.385241255144034 X19 13 0.385241255144034
RSO 0.385241255144034 X19 14 0.385241255144034
RSO 0.385241255144034 X19 15 0.385241255144034
RSO 0.385241255144034 X19 16 0.385241255144034
RSO 0.385241255144034 X19 17 0.385241255144034
RSO 0.385241255144034 X19 18 0.385241255144034
RSO 0.385241255144034 X19 19 0.385241255144034
RSO 0.385241255144034 X19 20 0.385241255144034
RSO 0.385241255144034 X19 21 0.385241255144034
RSO 0.38394633058985 X19 22 0.38394633058985
RSO 0.38394633058985 X19 23 0.38394633058985
RSO 0.38394633058985 X19 24 0.38394633058985
RSO 0.38394633058985 X19 25 0.38394633058985
RSO 0.38394633058985 X19 26 0.38394633058985
RSO 0.385729595336076 X20 1 0.385729595336076
RSO 0.385729595336076 X20 2 0.385729595336076
RSO 0.385729595336076 X20 3 0.385729595336076
RSO 0.385729595336076 X20 4 0.385729595336076
RSO 0.385729595336076 X20 5 0.385729595336076
RSO 0.385729595336076 X20 6 0.385729595336076
RSO 0.385729595336076 X20 7 0.385729595336076
RSO 0.385729595336076 X20 8 0.385729595336076
RSO 0.385729595336076 X20 9 0.385729595336076
RSO 0.385729595336076 X20 10 0.385729595336076
RSO 0.385729595336076 X20 11 0.385729595336076
RSO 0.385729595336076 X20 12 0.385729595336076
RSO 0.385729595336076 X20 13 0.385729595336076
RSO 0.385729595336076 X20 14 0.385729595336076
RSO 0.385729595336076 X20 15 0.385729595336076
RSO 0.385729595336076 X20 16 0.385729595336076
RSO 0.385729595336076 X20 17 0.385729595336076
RSO 0.385375685871057 X20 18 0.385375685871057
RSO 0.385375685871057 X20 19 0.385375685871057
RSO 0.385375685871057 X20 20 0.385375685871057
RSO 0.385375685871057 X20 21 0.385375685871057
RSO 0.385375685871057 X20 22 0.385375685871057
RSO 0.385375685871057 X20 23 0.385375685871057
RSO 0.385375685871057 X20 24 0.385375685871057
RSO 0.385375685871057 X20 25 0.385375685871057
RSO 0.385375685871057 X20 26 0.385375685871057
EGO 0.386475823045269 X1 1 0.386475823045269
EGO 0.386475823045269 X1 2 0.386475823045269
EGO 0.386475823045269 X1 3 0.386475823045269
EGO 0.386475823045269 X1 4 0.386475823045269
EGO 0.386475823045269 X1 5 0.386475823045269
EGO 0.386475823045269 X1 6 0.386475823045269
EGO 0.386475823045269 X1 7 0.386475823045269
EGO 0.386475823045269 X1 8 0.386475823045269
EGO 0.386475823045269 X1 9 0.386475823045269
EGO 0.386475823045269 X1 10 0.386475823045269
EGO 0.386475823045269 X1 11 0.386475823045269
EGO 0.386475823045269 X1 12 0.386475823045269
EGO 0.386475823045269 X1 13 0.386475823045269
EGO 0.386475823045269 X1 14 0.386475823045269
EGO 0.386475823045269 X1 15 0.386475823045269
EGO 0.386475823045269 X1 16 0.386475823045269
EGO 0.386475823045269 X1 17 0.386475823045269
EGO 0.386475823045269 X1 18 0.386475823045269
EGO 0.386475823045269 X1 19 0.386475823045269
EGO 0.386475823045269 X1 20 0.386475823045269
EGO 0.386475823045269 X1 21 0.386475823045269
EGO 0.386475823045269 X1 22 0.386475823045269
EGO 0.386475823045269 X1 23 0.386475823045269
EGO 0.386475823045269 X1 24 0.386475823045269
EGO 0.386475823045269 X1 25 0.386475823045269
EGO 0.386475823045269 X1 26 0.386475823045269
EGO 0.38679681069959 X2 1 0.38679681069959
EGO 0.386643175582991 X2 2 0.386643175582991
EGO 0.386643175582991 X2 3 0.386643175582991
EGO 0.386643175582991 X2 4 0.386643175582991
EGO 0.386643175582991 X2 5 0.386643175582991
EGO 0.38635510973937 X2 6 0.38635510973937
EGO 0.38635510973937 X2 7 0.38635510973937
EGO 0.38635510973937 X2 8 0.38635510973937
EGO 0.38635510973937 X2 9 0.38635510973937
EGO 0.38635510973937 X2 10 0.38635510973937
EGO 0.38635510973937 X2 11 0.38635510973937
EGO 0.38635510973937 X2 12 0.38635510973937
EGO 0.38635510973937 X2 13 0.38635510973937
