"","n","k","NP","itermax","pMut","pCR","pGBest","1","2","3","4","5","6","7","8","9","10"
"1",50,5,10,500,0.05,0.05,0.05,0.336493951111107,0.356038911111099,0.337666431111092,0.329448191111102,0.320747391111105,0.337155071111102,0.356804991111105,0.355597951111106,0.339955711111103,0.383524351111102
"2",50,5,10,500,0.05,0.05,0.5,0.2972984311111,0.296696191111105,0.304554111111105,0.294675711111095,0.287455871111113,0.283859711111098,0.297848831111107,0.312093311111102,0.276060031111108,0.284278271111098
"3",50,5,10,500,0.05,0.05,0.95,0.288448511111108,0.276018431111094,0.301510271111104,0.274900991111104,0.2951589111111,0.293801471111098,0.265370751111112,0.2791896311111,0.282900351111101,0.276678271111101
"4",50,5,10,500,0.05,0.5,0.05,0.249045631111104,0.261237631111105,0.258884991111104,0.249783551111105,0.256363391111111,0.255245951111108,0.254981631111102,0.265924991111104,0.247799551111108,0.243324671111107
"5",50,5,10,500,0.05,0.5,0.5,0.250297471111105,0.248563071111096,0.24890867111111,0.262462591111109,0.244700031111107,0.250602111111102,0.256573311111105,0.248430591111105,0.23420531111111,0.259211391111111
"6",50,5,10,500,0.05,0.5,0.95,0.251652991111101,0.242316031111113,0.250891391111105,0.248420351111098,0.259978111111107,0.253627391111101,0.247960831111102,0.24969715111111,0.251503871111107,0.2493349111111
"7",50,5,10,500,0.05,0.95,0.05,0.242645631111101,0.2415621111111,0.243109631111099,0.233793151111113,0.242442111111109,0.240803071111101,0.244548351111103,0.2381150711111,0.240249471111106,0.231368831111106
"8",50,5,10,500,0.05,0.95,0.5,0.232820991111098,0.233395711111098,0.226479871111109,0.246998271111104,0.233851391111109,0.235392511111106,0.234308351111101,0.235946111111107,0.241743231111112,0.230646911111097
"9",50,5,10,500,0.05,0.95,0.95,0.236541311111109,0.23495731111111,0.237468031111111,0.242262911111103,0.229523711111096,0.223856511111113,0.236092031111107,0.231358591111112,0.233572351111093,0.229352191111101
"10",50,5,10,500,0.5,0.05,0.05,0.274269951111107,0.279813631111105,0.295068031111109,0.285933951111109,0.269703551111104,0.273830271111102,0.287071231111109,0.272103551111104,0.296324351111099,0.284451071111094
"11",50,5,10,500,0.5,0.05,0.5,0.237717631111099,0.229602431111094,0.234347391111105,0.223012991111098,0.229080831111103,0.232160511111114,0.231353471111105,0.219955711111101,0.226108671111114,0.229135231111108
"12",50,5,10,500,0.5,0.05,0.95,0.210879871111111,0.209882111111101,0.217777791111116,0.210566271111108,0.215724031111107,0.211976191111109,0.212921471111099,0.212425471111111,0.216901631111106,0.215274111111101
"13",50,5,10,500,0.5,0.5,0.05,0.268549631111101,0.229746431111094,0.238291711111102,0.225583231111118,0.250552191111107,0.279274751111107,0.270307071111101,0.236234751111099,0.23929523111111,0.257008511111115
"14",50,5,10,500,0.5,0.5,0.5,0.21842547111111,0.217913471111102,0.226811391111109,0.216868351111094,0.219317631111104,0.217894911111106,0.225359871111108,0.222310271111109,0.22009587111111,0.218829951111103
"15",50,5,10,500,0.5,0.5,0.95,0.214885631111106,0.214805631111099,0.209155071111099,0.206318591111108,0.219284991111103,0.214476031111105,0.210899711111101,0.218155391111106,0.215848191111104,0.211885311111104
"16",50,5,10,500,0.5,0.95,0.05,0.251189631111093,0.251670911111106,0.258282751111109,0.249894271111099,0.271686271111099,0.253475071111099,0.254694271111099,0.254929151111111,0.2401157111111,0.258365311111113
"17",50,5,10,500,0.5,0.95,0.5,0.231296511111104,0.231928191111105,0.231055231111117,0.237467391111107,0.232902911111103,0.238246271111096,0.235062271111107,0.232591871111111,0.229080191111099,0.2397022711111
"18",50,5,10,500,0.5,0.95,0.95,0.226618111111111,0.222978431111097,0.214330111111105,0.219000191111103,0.229908991111097,0.224782591111111,0.228168831111104,0.215867391111103,0.22561459111111,0.226552191111104
"19",50,5,10,500,0.95,0.05,0.05,0.2688241911111,0.280892031111112,0.2720280311111,0.285341951111108,0.280618111111103,0.261023231111109,0.280924671111106,0.272916991111101,0.276055551111105,0.280790271111102
"20",50,5,10,500,0.95,0.05,0.5,0.226559871111108,0.234838911111104,0.242660991111095,0.231017471111102,0.234113151111118,0.236287871111109,0.249757951111103,0.246010751111109,0.253978111111108,0.229674751111096
"21",50,5,10,500,0.95,0.05,0.95,0.22304115111111,0.2094968311111,0.219227391111104,0.215948671111105,0.2061470711111,0.212859391111105,0.220682751111104,0.225902591111111,0.212372351111101,0.221410431111103
"22",50,5,10,500,0.95,0.5,0.05,0.301217151111109,0.276279551111105,0.285603071111099,0.312510591111106,0.287775871111111,0.29143859111111,0.297292671111109,0.293046271111104,0.281523071111102,0.302759551111108
"23",50,5,10,500,0.95,0.5,0.5,0.251078271111101,0.255192191111107,0.251020671111109,0.256406911111104,0.251928191111105,0.247610751111106,0.264856831111104,0.25603379111111,0.258943871111111,0.249311871111109
"24",50,5,10,500,0.95,0.5,0.95,0.244751871111115,0.232379391111107,0.231012351111101,0.235614591111107,0.249389311111105,0.242931071111091,0.239261311111114,0.244188031111106,0.227655551111101,0.248344831111101
"25",50,5,10,500,0.95,0.95,0.05,0.306920191111101,0.308606591111107,0.311743231111113,0.318876031111102,0.307535871111111,0.309126271111106,0.310925311111106,0.307244671111102,0.315576191111104,0.331994111111109
"26",50,5,10,500,0.95,0.95,0.5,0.274163711111094,0.265843071111105,0.278264831111104,0.275176191111101,0.283058431111101,0.283775231111109,0.278831871111114,0.2652728311111,0.273774591111109,0.286500351111101
"27",50,5,10,500,0.95,0.95,0.95,0.269180031111108,0.269960191111106,0.27766579111111,0.272025471111104,0.281084031111108,0.260586111111107,0.273287551111105,0.271981311111114,0.27068851111111,0.271576191111109
"28",50,5,10,1000,0.05,0.05,0.05,0.283855871111106,0.299859711111093,0.2805477111111,0.284756991111093,0.267260671111109,0.259073791111113,0.274723711111098,0.296803071111101,0.312660991111102,0.287062911111101
"29",50,5,10,1000,0.05,0.05,0.5,0.265178751111102,0.338053631111106,0.261062911111103,0.257854591111113,0.259601791111112,0.288905471111107,0.268439551111103,0.247003391111111,0.261138431111099,0.2520248311111
"30",50,5,10,1000,0.05,0.05,0.95,0.246366591111109,0.255148031111103,0.255958911111104,0.252390911111108,0.2389989111111,0.261578111111105,0.250523391111104,0.2526673911111,0.256807551111106,0.246100351111105
"31",50,5,10,1000,0.05,0.5,0.05,0.230193151111113,0.231315711111096,0.235708031111108,0.228575871111115,0.225204351111098,0.231619071111099,0.245690751111104,0.2382904311111,0.222168191111108,0.233052671111109
"32",50,5,10,1000,0.05,0.5,0.5,0.2230296311111,0.225944831111109,0.2237643511111,0.219637631111103,0.22734259111111,0.223562111111103,0.223917311111106,0.230957311111113,0.225473151111114,0.220288511111111
"33",50,5,10,1000,0.05,0.5,0.95,0.233226111111109,0.223649151111116,0.222325631111103,0.226672511111109,0.230429951111111,0.221510911111104,0.225564031111111,0.225346431111093,0.222239871111106,0.231642751111108
"34",50,5,10,1000,0.05,0.95,0.05,0.217930751111102,0.215928191111103,0.213480191111108,0.217537791111118,0.218237311111112,0.220445311111109,0.211533311111109,0.210592511111114,0.215887871111105,0.223172991111097
"35",50,5,10,1000,0.05,0.95,0.5,0.211197311111112,0.219930751111104,0.219012351111096,0.209512831111099,0.212335871111115,0.220216191111101,0.208945791111116,0.209071871111112,0.221620991111102,0.216895871111109
"36",50,5,10,1000,0.05,0.95,0.95,0.2132843511111,0.2128241911111,0.211122431111099,0.209557631111107,0.206775551111101,0.221201151111107,0.216436991111096,0.206013951111111,0.211318911111098,0.209061631111097
"37",50,5,10,1000,0.5,0.05,0.05,0.2696369911111,0.238719231111108,0.268949631111098,0.266140031111105,0.264241151111115,0.234422911111101,0.253393791111112,0.245853951111111,0.260018431111099,0.256919551111109
"38",50,5,10,1000,0.5,0.05,0.5,0.196254591111118,0.199094271111096,0.204883711111103,0.198416511111105,0.204605311111113,0.201901951111111,0.200097151111106,0.2062129911111,0.209679231111107,0.207468671111113
"39",50,5,10,1000,0.5,0.05,0.95,0.191186431111101,0.19518003111111,0.193964671111109,0.194770431111102,0.189911551111102,0.191327871111112,0.187462911111103,0.193090431111105,0.196026751111106,0.194424191111105
"40",50,5,10,1000,0.5,0.5,0.05,0.212958591111111,0.220154751111111,0.21385651111111,0.220967551111104,0.222191231111106,0.228084351111095,0.209116031111102,0.238857471111104,0.223266431111098,0.216001151111117
"41",50,5,10,1000,0.5,0.5,0.5,0.201238271111098,0.200472831111104,0.197845631111103,0.197934591111115,0.202609151111116,0.198931071111096,0.198607231111106,0.199066751111109,0.196761471111105,0.201916031111103
"42",50,5,10,1000,0.5,0.5,0.95,0.196156671111107,0.195152511111109,0.196617471111105,0.196639871111112,0.193309311111105,0.192899711111097,0.196255871111113,0.192124031111109,0.19516787111111,0.192386431111094
"43",50,5,10,1000,0.5,0.95,0.05,0.237213311111102,0.2395563511111,0.234028671111108,0.236853631111103,0.234445311111109,0.237992191111105,0.235012351111098,0.241894911111103,0.235768831111101,0.242026111111106
"44",50,5,10,1000,0.5,0.95,0.5,0.209853311111112,0.206440831111106,0.212604671111102,0.214360191111103,0.2176862711111,0.209476351111106,0.212377471111101,0.213204991111104,0.21585523111111,0.210505471111108
"45",50,5,10,1000,0.5,0.95,0.95,0.205571071111098,0.214315391111108,0.204554751111106,0.204786431111097,0.206669311111102,0.200465151111114,0.208297471111105,0.206305151111114,0.20690867111111,0.203186431111099
"46",50,5,10,1000,0.95,0.05,0.05,0.254744191111107,0.249466111111103,0.248829951111106,0.257526911111104,0.261072511111113,0.248151551111103,0.246756991111097,0.257055231111109,0.255041151111107,0.2584536311111
"47",50,5,10,1000,0.95,0.05,0.5,0.218285951111105,0.216348671111109,0.215359231111101,0.208507391111105,0.251562751111108,0.224938111111107,0.207300351111099,0.215027071111103,0.227164031111109,0.222403071111099
"48",50,5,10,1000,0.95,0.05,0.95,0.198611071111091,0.201379071111098,0.198309631111095,0.198278271111102,0.196506111111105,0.196524671111101,0.199826431111091,0.19465395111111,0.195784191111097,0.202623231111115
"49",50,5,10,1000,0.95,0.5,0.05,0.2713630711111,0.264150911111101,0.266917631111099,0.273983231111108,0.295972351111097,0.285862911111101,0.299092351111099,0.2953150711111,0.283319551111105,0.295036031111105
"50",50,5,10,1000,0.95,0.5,0.5,0.2311429111111,0.240918271111099,0.237134591111104,0.227938431111095,0.232215551111102,0.236537471111103,0.237338751111107,0.228652671111107,0.241765631111099,0.237499391111104
"51",50,5,10,1000,0.95,0.5,0.95,0.221953151111121,0.222187391111101,0.226262911111101,0.230880511111115,0.221608191111104,0.223475711111094,0.224771711111092,0.231353471111105,0.224572031111099,0.225699711111096
